               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 308,            0.025568,           0.0083647,           0.0032231,             0.99713,                   1,               0.995,             0.77328,            0.015404,           0.0037925,           0.0021872,           0.0039214,           0.0039214,           0.0039214
                 309,            0.024041,           0.0089794,           0.0039079,             0.99705,                   1,               0.995,             0.79404,            0.013886,           0.0036816,            0.002221,           0.0039016,           0.0039016,           0.0039016
                 310,            0.023372,           0.0092699,           0.0056237,             0.99554,                   1,               0.995,             0.79382,            0.016531,           0.0039385,           0.0023526,           0.0038818,           0.0038818,           0.0038818
                 311,            0.025285,           0.0088127,           0.0033748,             0.99316,                   1,               0.995,             0.82661,            0.013053,           0.0036653,           0.0025542,            0.003862,            0.003862,            0.003862
                 312,            0.023869,           0.0079968,           0.0031921,             0.99316,                   1,               0.995,             0.82661,            0.013053,           0.0036653,           0.0025542,           0.0038422,           0.0038422,           0.0038422
                 313,            0.022983,           0.0081913,           0.0072437,             0.99583,                   1,               0.995,             0.82185,            0.011915,           0.0036681,           0.0023002,           0.0038224,           0.0038224,           0.0038224
                 314,            0.024328,           0.0078116,           0.0051234,             0.97266,                   1,             0.99262,             0.74178,            0.016949,           0.0038892,           0.0021369,           0.0038026,           0.0038026,           0.0038026
                 315,            0.028752,           0.0078686,           0.0067157,             0.99596,                   1,               0.995,             0.84318,            0.014182,           0.0037079,           0.0021049,           0.0037828,           0.0037828,           0.0037828
                 316,            0.021387,           0.0079943,           0.0057848,             0.99596,                   1,               0.995,             0.84318,            0.014182,           0.0037079,           0.0021049,            0.003763,            0.003763,            0.003763
                 317,            0.021682,           0.0087817,           0.0062918,             0.99576,                   1,               0.995,              0.8289,            0.012657,           0.0036347,           0.0020979,           0.0037432,           0.0037432,           0.0037432
                 318,            0.020095,           0.0075519,           0.0050239,             0.99619,                   1,               0.995,              0.8193,            0.014009,           0.0037173,           0.0020595,           0.0037234,           0.0037234,           0.0037234
                 319,            0.025144,           0.0079416,           0.0045381,             0.99676,                   1,               0.995,             0.81318,            0.015689,           0.0038357,            0.002079,           0.0037036,           0.0037036,           0.0037036
                 320,            0.022209,           0.0084098,           0.0035369,             0.99676,                   1,               0.995,             0.81318,            0.015689,           0.0038357,            0.002079,           0.0036838,           0.0036838,           0.0036838
                 321,            0.021128,           0.0088593,           0.0059124,             0.99718,                   1,               0.995,             0.82185,             0.01385,            0.003769,           0.0020903,            0.003664,            0.003664,            0.003664
                 322,             0.02061,           0.0082757,           0.0036744,             0.99698,                   1,               0.995,             0.78631,            0.013652,           0.0037838,           0.0020713,           0.0036442,           0.0036442,           0.0036442
                 323,            0.023732,           0.0093212,           0.0033508,              0.9972,                   1,               0.995,             0.77872,            0.014777,           0.0038656,           0.0020792,           0.0036244,           0.0036244,           0.0036244
                 324,            0.021627,           0.0088702,           0.0039757,              0.9972,                   1,               0.995,             0.77872,            0.014777,           0.0038656,           0.0020792,           0.0036046,           0.0036046,           0.0036046
                 325,            0.019948,           0.0076176,           0.0029836,              0.9973,                   1,               0.995,             0.80311,            0.012744,            0.003738,           0.0020766,           0.0035848,           0.0035848,           0.0035848
                 326,            0.022955,           0.0080419,           0.0047229,             0.99704,                   1,               0.995,             0.69038,            0.016253,           0.0040229,           0.0020413,            0.003565,            0.003565,            0.003565
                 327,            0.024736,             0.00759,           0.0047872,              0.9973,                   1,               0.995,             0.83351,            0.012433,           0.0037325,           0.0020516,           0.0035452,           0.0035452,           0.0035452
                 328,            0.020007,           0.0077905,           0.0036016,              0.9973,                   1,               0.995,             0.83351,            0.012433,           0.0037325,           0.0020516,           0.0035254,           0.0035254,           0.0035254
                 329,            0.019441,           0.0072818,           0.0043844,             0.99719,                   1,               0.995,             0.81956,            0.011533,             0.00369,           0.0020492,           0.0035056,           0.0035056,           0.0035056
                 330,            0.020483,           0.0082563,           0.0039991,             0.99717,                   1,               0.995,             0.83417,            0.012707,           0.0037309,           0.0020642,           0.0034858,           0.0034858,           0.0034858
                 331,            0.021603,           0.0091364,           0.0046255,             0.99716,                   1,               0.995,             0.81101,            0.013098,           0.0036923,           0.0020394,            0.003466,            0.003466,            0.003466
                 332,            0.024056,           0.0090839,           0.0065634,             0.99716,                   1,               0.995,             0.81101,            0.013098,           0.0036923,           0.0020394,           0.0034462,           0.0034462,           0.0034462
                 333,            0.020356,           0.0082299,           0.0029286,             0.99718,                   1,               0.995,             0.81866,            0.012227,           0.0036283,           0.0020355,           0.0034264,           0.0034264,           0.0034264
                 334,            0.020221,           0.0093745,           0.0030773,             0.99726,                   1,               0.995,             0.85435,             0.01259,            0.003616,           0.0020214,           0.0034066,           0.0034066,           0.0034066
                 335,            0.021911,           0.0079818,           0.0034353,             0.99711,                   1,               0.995,             0.80113,            0.012397,           0.0035609,           0.0020053,           0.0033868,           0.0033868,           0.0033868
                 336,            0.020335,           0.0077469,           0.0037274,             0.99711,                   1,               0.995,             0.80113,            0.012397,           0.0035609,           0.0020053,            0.003367,            0.003367,            0.003367
                 337,            0.021904,           0.0078509,           0.0054547,             0.99719,                   1,               0.995,             0.81162,            0.012122,           0.0035198,            0.002011,           0.0033472,           0.0033472,           0.0033472
                 338,             0.02136,           0.0084378,           0.0033546,              0.9973,                   1,               0.995,             0.76284,            0.012713,           0.0035921,           0.0019984,           0.0033274,           0.0033274,           0.0033274
                 339,            0.024661,           0.0078339,           0.0036711,             0.99708,                   1,               0.995,             0.82653,            0.013088,           0.0036222,           0.0020028,           0.0033076,           0.0033076,           0.0033076
                 340,            0.021458,           0.0080368,           0.0052655,             0.99708,                   1,               0.995,             0.82653,            0.013088,           0.0036222,           0.0020028,           0.0032878,           0.0032878,           0.0032878
                 341,            0.018716,           0.0078528,           0.0034929,             0.99692,                   1,               0.995,             0.86011,            0.009953,           0.0034313,           0.0020069,            0.003268,            0.003268,            0.003268
                 342,            0.019907,           0.0076447,            0.004137,             0.99663,                   1,               0.995,             0.85487,            0.011644,           0.0035847,            0.001984,           0.0032482,           0.0032482,           0.0032482
                 343,            0.020599,           0.0082612,           0.0044014,             0.99662,                   1,               0.995,             0.80499,            0.014179,           0.0037095,           0.0019809,           0.0032284,           0.0032284,           0.0032284
                 344,            0.022357,           0.0080094,           0.0040696,             0.99662,                   1,               0.995,             0.80499,            0.014179,           0.0037095,           0.0019809,           0.0032086,           0.0032086,           0.0032086
                 345,            0.022133,           0.0067132,           0.0041655,              0.9966,                   1,               0.995,             0.86111,            0.011127,           0.0034745,           0.0019665,           0.0031888,           0.0031888,           0.0031888
                 346,            0.019813,           0.0094997,           0.0054833,             0.99675,                   1,               0.995,             0.83683,            0.013506,           0.0036305,           0.0019497,            0.003169,            0.003169,            0.003169
                 347,            0.023721,            0.008469,           0.0026372,             0.99678,                   1,               0.995,             0.85363,            0.010641,           0.0034164,           0.0019558,           0.0031492,           0.0031492,           0.0031492
                 348,            0.019962,           0.0084524,             0.00444,             0.99678,                   1,               0.995,             0.85363,            0.010641,           0.0034164,           0.0019558,           0.0031294,           0.0031294,           0.0031294
                 349,            0.017831,           0.0072299,           0.0032485,             0.99679,                   1,               0.995,              0.8672,            0.010311,           0.0033789,           0.0019484,           0.0031096,           0.0031096,           0.0031096
                 350,            0.017329,           0.0076054,           0.0047688,              0.9968,                   1,               0.995,             0.86069,              0.0112,           0.0034355,           0.0019333,           0.0030898,           0.0030898,           0.0030898
                 351,            0.021644,           0.0077166,           0.0048337,             0.99672,                   1,               0.995,             0.82922,            0.011961,           0.0035246,           0.0019314,             0.00307,             0.00307,             0.00307
                 352,            0.021403,           0.0076783,           0.0047917,             0.99672,                   1,               0.995,             0.82922,            0.011961,           0.0035246,           0.0019314,           0.0030502,           0.0030502,           0.0030502
                 353,            0.019579,           0.0092688,              0.0029,             0.99689,                   1,               0.995,             0.85758,            0.010263,            0.003365,           0.0019196,           0.0030304,           0.0030304,           0.0030304
                 354,            0.018858,           0.0078217,           0.0031616,             0.99691,                   1,               0.995,             0.84924,            0.011713,           0.0034573,           0.0019025,           0.0030106,           0.0030106,           0.0030106
                 355,            0.022829,           0.0080067,           0.0058612,             0.99699,                   1,               0.995,             0.83176,            0.011341,           0.0033861,           0.0018907,           0.0029908,           0.0029908,           0.0029908
                 356,            0.018082,           0.0069641,           0.0047411,             0.99699,                   1,               0.995,             0.83176,            0.011341,           0.0033861,           0.0018907,            0.002971,            0.002971,            0.002971
                 357,            0.020528,            0.007792,           0.0032852,             0.99709,                   1,               0.995,             0.82555,            0.010906,           0.0033977,           0.0018886,           0.0029512,           0.0029512,           0.0029512
                 358,            0.019016,           0.0072995,              0.0051,             0.99722,                   1,               0.995,              0.8098,            0.013565,           0.0035543,           0.0018733,           0.0029314,           0.0029314,           0.0029314
                 359,            0.022652,           0.0083166,             0.00352,             0.99721,                   1,               0.995,             0.83766,             0.01144,           0.0034612,           0.0018874,           0.0029116,           0.0029116,           0.0029116
                 360,            0.021631,           0.0080149,           0.0042398,             0.99721,                   1,               0.995,             0.83766,             0.01144,           0.0034612,           0.0018874,           0.0028918,           0.0028918,           0.0028918
                 361,             0.01824,           0.0075415,            0.004616,             0.99725,                   1,               0.995,             0.84409,            0.011517,           0.0035125,           0.0018923,            0.002872,            0.002872,            0.002872
                 362,            0.018899,            0.007715,           0.0034501,             0.99734,                   1,               0.995,             0.83383,            0.010682,           0.0034704,           0.0018874,           0.0028522,           0.0028522,           0.0028522
                 363,            0.019116,           0.0079387,           0.0030635,             0.99735,                   1,               0.995,             0.83592,             0.01234,            0.003525,           0.0018805,           0.0028324,           0.0028324,           0.0028324
                 364,            0.020163,           0.0074353,           0.0037117,             0.99735,                   1,               0.995,             0.83592,             0.01234,            0.003525,           0.0018805,           0.0028126,           0.0028126,           0.0028126
                 365,            0.019325,           0.0080748,           0.0036687,             0.99731,                   1,               0.995,             0.86409,            0.011591,           0.0034619,           0.0018765,           0.0027928,           0.0027928,           0.0027928
                 366,            0.018959,           0.0071508,            0.003365,              0.9972,                   1,               0.995,             0.82017,            0.011482,           0.0035602,           0.0018676,            0.002773,            0.002773,            0.002773
                 367,            0.019473,           0.0068865,           0.0035529,             0.99694,                   1,               0.995,             0.83529,             0.01138,           0.0034826,           0.0018651,           0.0027532,           0.0027532,           0.0027532
                 368,            0.018883,           0.0076493,           0.0027915,             0.99694,                   1,               0.995,             0.83529,             0.01138,           0.0034826,           0.0018651,           0.0027334,           0.0027334,           0.0027334
                 369,            0.018681,           0.0080448,           0.0045108,             0.99719,                   1,               0.995,             0.84993,            0.010974,           0.0034442,            0.001863,           0.0027136,           0.0027136,           0.0027136
                 370,            0.018387,           0.0064511,            0.002835,             0.99735,                   1,               0.995,              0.8617,            0.010433,           0.0034865,           0.0018504,           0.0026938,           0.0026938,           0.0026938
                 371,            0.020751,           0.0081111,           0.0044835,              0.9973,                   1,               0.995,             0.82681,            0.012532,           0.0036989,            0.001854,            0.002674,            0.002674,            0.002674
                 372,            0.019873,           0.0091666,           0.0038264,              0.9973,                   1,               0.995,             0.82681,            0.012532,           0.0036989,            0.001854,           0.0026542,           0.0026542,           0.0026542
                 373,            0.018369,           0.0080935,           0.0033488,             0.99734,                   1,               0.995,             0.87062,            0.010634,           0.0036348,           0.0018495,           0.0026344,           0.0026344,           0.0026344
                 374,            0.017793,            0.007533,           0.0027959,             0.99734,                   1,               0.995,             0.83602,            0.012543,           0.0036941,           0.0018274,           0.0026146,           0.0026146,           0.0026146
                 375,            0.022073,            0.007233,            0.003622,             0.99735,                   1,               0.995,             0.84958,            0.011118,           0.0035273,           0.0018274,           0.0025948,           0.0025948,           0.0025948
                 376,            0.020148,           0.0075266,           0.0083629,             0.99735,                   1,               0.995,             0.84958,            0.011118,           0.0035273,           0.0018274,            0.002575,            0.002575,            0.002575
                 377,            0.018113,           0.0074759,           0.0038554,             0.99729,                   1,               0.995,             0.84824,            0.010813,           0.0035798,           0.0018256,           0.0025552,           0.0025552,           0.0025552
                 378,            0.018616,            0.007791,            0.003448,             0.99709,                   1,               0.995,             0.86017,            0.012338,           0.0035808,           0.0018112,           0.0025354,           0.0025354,           0.0025354
                 379,            0.019059,           0.0083087,           0.0026627,             0.99737,                   1,               0.995,             0.88042,            0.010763,            0.003364,            0.001787,           0.0025156,           0.0025156,           0.0025156
                 380,            0.022273,           0.0086613,           0.0030034,             0.99737,                   1,               0.995,             0.88042,            0.010763,            0.003364,            0.001787,           0.0024958,           0.0024958,           0.0024958
                 381,            0.017946,           0.0073396,           0.0029734,             0.99743,                   1,               0.995,             0.87384,            0.010172,            0.003267,           0.0017755,            0.002476,            0.002476,            0.002476
                 382,            0.019523,           0.0069719,           0.0053525,             0.99712,                   1,               0.995,             0.87288,            0.013011,           0.0034027,           0.0017695,           0.0024562,           0.0024562,           0.0024562
                 383,            0.020373,           0.0080836,           0.0028688,             0.99715,                   1,               0.995,             0.84919,            0.010138,            0.003124,           0.0017622,           0.0024364,           0.0024364,           0.0024364
                 384,            0.019346,           0.0067075,           0.0042935,             0.99715,                   1,               0.995,             0.84919,            0.010138,            0.003124,           0.0017622,           0.0024166,           0.0024166,           0.0024166
                 385,            0.017186,             0.00759,            0.005285,              0.9972,                   1,               0.995,              0.8694,           0.0096695,           0.0030526,           0.0017517,           0.0023968,           0.0023968,           0.0023968
                 386,            0.019405,           0.0078339,           0.0035942,             0.99729,                   1,               0.995,             0.87031,            0.011701,           0.0031782,           0.0017482,            0.002377,            0.002377,            0.002377
                 387,            0.018767,           0.0080904,            0.003748,             0.99738,                   1,               0.995,             0.87699,            0.010233,           0.0030912,           0.0017405,           0.0023572,           0.0023572,           0.0023572
                 388,            0.020673,            0.007418,           0.0038802,             0.99738,                   1,               0.995,             0.87699,            0.010233,           0.0030912,           0.0017405,           0.0023374,           0.0023374,           0.0023374
                 389,            0.018363,           0.0070002,           0.0030007,             0.99728,                   1,               0.995,             0.86858,             0.01023,           0.0031052,           0.0017379,           0.0023176,           0.0023176,           0.0023176
                 390,            0.018816,           0.0085672,           0.0033809,             0.99731,                   1,               0.995,             0.88246,            0.011364,           0.0032317,           0.0017354,           0.0022978,           0.0022978,           0.0022978
                 391,            0.019784,           0.0084673,           0.0032443,             0.99732,                   1,               0.995,             0.87575,           0.0097268,           0.0030635,           0.0017226,            0.002278,            0.002278,            0.002278
                 392,             0.01851,           0.0078611,           0.0032131,             0.99732,                   1,               0.995,             0.87575,           0.0097268,           0.0030635,           0.0017226,           0.0022582,           0.0022582,           0.0022582
                 393,            0.016346,             0.00718,           0.0030008,             0.99731,                   1,               0.995,              0.8878,           0.0096494,           0.0030235,           0.0017136,           0.0022384,           0.0022384,           0.0022384
                 394,             0.01877,           0.0082656,           0.0041922,             0.99739,                   1,               0.995,             0.83472,            0.012744,           0.0033241,           0.0017091,           0.0022186,           0.0022186,           0.0022186
                 395,            0.022143,           0.0081212,           0.0029569,             0.99734,                   1,               0.995,             0.88567,           0.0093231,           0.0029753,           0.0017016,           0.0021988,           0.0021988,           0.0021988
                 396,            0.016427,           0.0067393,           0.0032521,             0.99734,                   1,               0.995,             0.88567,           0.0093231,           0.0029753,           0.0017016,            0.002179,            0.002179,            0.002179
                 397,            0.016992,           0.0075206,           0.0032554,             0.99738,                   1,               0.995,             0.89164,           0.0089381,           0.0029497,           0.0016948,           0.0021592,           0.0021592,           0.0021592
                 398,            0.017972,            0.007167,           0.0029701,              0.9974,                   1,               0.995,             0.87564,           0.0096051,           0.0030036,           0.0016866,           0.0021394,           0.0021394,           0.0021394
                 399,            0.017448,           0.0086726,           0.0060112,              0.9974,                   1,               0.995,             0.85605,            0.010626,           0.0031247,           0.0016756,           0.0021196,           0.0021196,           0.0021196
                 400,            0.019721,           0.0068238,           0.0057724,              0.9974,                   1,               0.995,             0.85605,            0.010626,           0.0031247,           0.0016756,           0.0020998,           0.0020998,           0.0020998
                 401,            0.018348,           0.0083308,           0.0043417,             0.99735,                   1,               0.995,             0.85591,           0.0097983,           0.0030672,           0.0016715,             0.00208,             0.00208,             0.00208
                 402,            0.017737,           0.0077985,           0.0030381,             0.99724,                   1,               0.995,             0.86792,            0.010513,           0.0030749,           0.0016568,           0.0020602,           0.0020602,           0.0020602
                 403,            0.018367,           0.0073304,           0.0025706,             0.99735,                   1,               0.995,             0.87224,           0.0098897,           0.0030392,           0.0016484,           0.0020404,           0.0020404,           0.0020404
                 404,            0.017231,           0.0071441,           0.0027034,             0.99735,                   1,               0.995,             0.87224,           0.0098897,           0.0030392,           0.0016484,           0.0020206,           0.0020206,           0.0020206
                 405,             0.01662,           0.0073114,           0.0038781,             0.99743,                   1,               0.995,             0.90569,           0.0089151,           0.0029526,           0.0016368,           0.0020008,           0.0020008,           0.0020008
                 406,            0.016567,           0.0070157,           0.0030565,             0.99726,                   1,               0.995,             0.87157,            0.009035,           0.0029689,           0.0016285,            0.001981,            0.001981,            0.001981
                 407,            0.016863,           0.0079615,           0.0044549,             0.99719,                   1,               0.995,             0.86542,            0.010127,           0.0030768,           0.0016126,           0.0019612,           0.0019612,           0.0019612
                 408,            0.018268,           0.0072132,           0.0039614,             0.99719,                   1,               0.995,             0.86542,            0.010127,           0.0030768,           0.0016126,           0.0019414,           0.0019414,           0.0019414
                 409,            0.017576,           0.0070505,           0.0024968,              0.9971,                   1,               0.995,             0.86284,           0.0099093,           0.0030642,           0.0016024,           0.0019216,           0.0019216,           0.0019216
                 410,            0.017024,           0.0063151,           0.0028262,               0.997,                   1,               0.995,             0.89023,           0.0089136,            0.002973,           0.0016015,           0.0019018,           0.0019018,           0.0019018
                 411,            0.015555,           0.0075871,           0.0022905,             0.99693,                   1,               0.995,             0.81708,            0.011235,           0.0031601,           0.0015964,            0.001882,            0.001882,            0.001882
                 412,            0.018433,           0.0079473,           0.0024164,             0.99693,                   1,               0.995,             0.81708,            0.011235,           0.0031601,           0.0015964,           0.0018622,           0.0018622,           0.0018622
                 413,            0.018594,           0.0079733,           0.0034608,             0.99692,                   1,               0.995,             0.82337,            0.011466,            0.003243,           0.0015979,           0.0018424,           0.0018424,           0.0018424
                 414,             0.01702,            0.008167,           0.0042088,             0.99694,                   1,               0.995,             0.88677,           0.0093008,           0.0030451,           0.0015869,           0.0018226,           0.0018226,           0.0018226
                 415,            0.016942,           0.0076154,           0.0035951,             0.99687,                   1,               0.995,             0.86178,           0.0093745,           0.0030508,           0.0015793,           0.0018028,           0.0018028,           0.0018028
                 416,            0.015604,           0.0070623,            0.002596,             0.99687,                   1,               0.995,             0.86178,           0.0093745,           0.0030508,           0.0015793,            0.001783,            0.001783,            0.001783
                 417,            0.016657,           0.0078439,           0.0033133,             0.99676,                   1,               0.995,             0.87025,           0.0090752,           0.0030273,           0.0015715,           0.0017632,           0.0017632,           0.0017632
                 418,             0.01608,           0.0074329,           0.0046296,             0.99664,                   1,               0.995,             0.87966,           0.0097499,           0.0030533,           0.0015578,           0.0017434,           0.0017434,           0.0017434
                 419,             0.01566,           0.0060989,           0.0038095,              0.9965,                   1,               0.995,             0.90051,           0.0096336,           0.0029973,           0.0015531,           0.0017236,           0.0017236,           0.0017236
                 420,            0.016506,           0.0079374,           0.0033232,              0.9965,                   1,               0.995,             0.90051,           0.0096336,           0.0029973,           0.0015531,           0.0017038,           0.0017038,           0.0017038
                 421,            0.016739,           0.0073026,            0.003621,             0.99637,                   1,               0.995,              0.8732,           0.0098515,           0.0029798,           0.0015383,            0.001684,            0.001684,            0.001684
                 422,            0.018273,           0.0089034,           0.0023033,             0.99632,                   1,               0.995,             0.89027,           0.0092645,           0.0028753,           0.0015253,           0.0016642,           0.0016642,           0.0016642
                 423,            0.017331,           0.0070985,           0.0032359,             0.99644,                   1,               0.995,             0.87868,           0.0097136,           0.0029744,           0.0015185,           0.0016444,           0.0016444,           0.0016444
                 424,            0.018051,           0.0073382,           0.0037375,             0.99644,                   1,               0.995,             0.87868,           0.0097136,           0.0029744,           0.0015185,           0.0016246,           0.0016246,           0.0016246
                 425,            0.016098,           0.0071407,           0.0033005,             0.99651,                   1,               0.995,             0.88413,           0.0090509,            0.002918,           0.0015111,           0.0016048,           0.0016048,           0.0016048
                 426,            0.015937,           0.0073197,           0.0024628,             0.99657,                   1,               0.995,             0.90733,           0.0088403,           0.0028941,            0.001504,            0.001585,            0.001585,            0.001585
                 427,            0.015642,           0.0088128,            0.002535,             0.99639,                   1,               0.995,             0.86638,            0.010189,           0.0030053,           0.0014994,           0.0015652,           0.0015652,           0.0015652
                 428,             0.01725,           0.0072843,           0.0039979,             0.99639,                   1,               0.995,             0.86638,            0.010189,           0.0030053,           0.0014994,           0.0015454,           0.0015454,           0.0015454
                 429,            0.015984,           0.0069839,           0.0025878,             0.99634,                   1,               0.995,             0.85447,           0.0097999,           0.0029747,           0.0014931,           0.0015256,           0.0015256,           0.0015256
                 430,            0.016776,           0.0070311,           0.0042664,             0.99631,                   1,               0.995,             0.89183,           0.0087438,           0.0028268,           0.0014816,           0.0015058,           0.0015058,           0.0015058
                 431,             0.01554,           0.0068181,           0.0020824,             0.99633,                   1,               0.995,             0.88602,           0.0089817,           0.0028934,           0.0014736,            0.001486,            0.001486,            0.001486
                 432,            0.017172,           0.0071767,             0.00325,             0.99633,                   1,               0.995,             0.88602,           0.0089817,           0.0028934,           0.0014736,           0.0014662,           0.0014662,           0.0014662
                 433,            0.016995,           0.0061107,           0.0024214,             0.99634,                   1,               0.995,             0.88834,           0.0087166,            0.002864,           0.0014597,           0.0014464,           0.0014464,           0.0014464
                 434,            0.016005,           0.0057994,            0.004299,             0.99636,                   1,               0.995,             0.87507,           0.0090162,           0.0028957,           0.0014447,           0.0014266,           0.0014266,           0.0014266
                 435,             0.01659,            0.007592,           0.0025192,             0.99648,                   1,               0.995,             0.89707,            0.008422,           0.0028528,           0.0014369,           0.0014068,           0.0014068,           0.0014068
                 436,            0.016831,           0.0084853,           0.0038923,             0.99648,                   1,               0.995,             0.89707,            0.008422,           0.0028528,           0.0014369,            0.001387,            0.001387,            0.001387
                 437,            0.014243,           0.0064782,           0.0030738,             0.99663,                   1,               0.995,             0.89816,           0.0083403,           0.0028506,           0.0014295,           0.0013672,           0.0013672,           0.0013672
                 438,            0.016654,           0.0071303,           0.0025458,             0.99673,                   1,               0.995,             0.88541,           0.0085687,           0.0028736,           0.0014252,           0.0013474,           0.0013474,           0.0013474
                 439,            0.018464,           0.0074396,           0.0053628,             0.99672,                   1,               0.995,             0.88891,           0.0085285,           0.0028389,           0.0014155,           0.0013276,           0.0013276,           0.0013276
                 440,            0.017345,           0.0077635,           0.0026023,             0.99672,                   1,               0.995,             0.88891,           0.0085285,           0.0028389,           0.0014155,           0.0013078,           0.0013078,           0.0013078
                 441,            0.015427,            0.008667,           0.0032684,             0.99675,                   1,               0.995,             0.89675,            0.008633,           0.0028557,           0.0014087,            0.001288,            0.001288,            0.001288
                 442,             0.01651,           0.0070621,           0.0030081,             0.99679,                   1,               0.995,             0.89507,           0.0085577,           0.0028556,           0.0014015,           0.0012682,           0.0012682,           0.0012682
                 443,             0.01552,             0.00687,           0.0019881,             0.99691,                   1,               0.995,             0.87789,           0.0091708,           0.0029058,           0.0013937,           0.0012484,           0.0012484,           0.0012484
                 444,            0.015806,           0.0066781,           0.0025692,             0.99691,                   1,               0.995,             0.87789,           0.0091708,           0.0029058,           0.0013937,           0.0012286,           0.0012286,           0.0012286
                 445,            0.016815,           0.0071573,           0.0041625,             0.99697,                   1,               0.995,             0.88515,            0.009703,            0.002973,           0.0013891,           0.0012088,           0.0012088,           0.0012088
                 446,            0.017681,           0.0073535,           0.0032129,             0.99702,                   1,               0.995,             0.92096,            0.008331,           0.0028013,           0.0013856,            0.001189,            0.001189,            0.001189
                 447,            0.015622,           0.0071013,           0.0021487,             0.99704,                   1,               0.995,             0.88816,           0.0085897,            0.002852,           0.0013852,           0.0011692,           0.0011692,           0.0011692
                 448,            0.015198,           0.0059982,           0.0023126,             0.99704,                   1,               0.995,             0.88816,           0.0085897,            0.002852,           0.0013852,           0.0011494,           0.0011494,           0.0011494
                 449,            0.015886,           0.0060485,           0.0032951,             0.99703,                   1,               0.995,             0.88632,           0.0087625,           0.0028759,           0.0013837,           0.0011296,           0.0011296,           0.0011296
                 450,             0.01434,           0.0066504,           0.0035018,             0.99706,                   1,               0.995,             0.90984,           0.0087842,            0.002894,           0.0013805,           0.0011098,           0.0011098,           0.0011098
                 451,             0.01458,           0.0068854,             0.00181,             0.99711,                   1,               0.995,             0.91114,           0.0082107,           0.0028322,           0.0013741,             0.00109,             0.00109,             0.00109
                 452,            0.015159,           0.0073089,           0.0027141,             0.99711,                   1,               0.995,             0.91114,           0.0082107,           0.0028322,           0.0013741,           0.0010702,           0.0010702,           0.0010702
                 453,            0.015972,           0.0070761,           0.0057731,             0.99711,                   1,               0.995,             0.91209,           0.0080502,            0.002838,            0.001372,           0.0010504,           0.0010504,           0.0010504
                 454,            0.015929,           0.0072896,           0.0043461,             0.99715,                   1,               0.995,             0.89284,           0.0082052,           0.0028589,           0.0013637,           0.0010306,           0.0010306,           0.0010306
                 455,            0.015489,           0.0066292,           0.0024377,              0.9972,                   1,               0.995,             0.90795,           0.0081571,           0.0028578,           0.0013572,           0.0010108,           0.0010108,           0.0010108
                 456,            0.014854,           0.0063383,           0.0040104,              0.9972,                   1,               0.995,             0.90795,           0.0081571,           0.0028578,           0.0013572,            0.000991,            0.000991,            0.000991
                 457,            0.015806,           0.0067922,            0.005156,              0.9972,                   1,               0.995,             0.90077,           0.0081093,           0.0028696,           0.0013512,           0.0009712,           0.0009712,           0.0009712
                 458,            0.014579,            0.007547,           0.0030427,             0.99725,                   1,               0.995,             0.90048,           0.0078403,           0.0028499,           0.0013494,           0.0009514,           0.0009514,           0.0009514
                 459,            0.014159,           0.0067838,           0.0032327,             0.99725,                   1,               0.995,             0.90594,           0.0081308,           0.0028787,           0.0013461,           0.0009316,           0.0009316,           0.0009316
                 460,            0.015674,           0.0077999,           0.0043915,             0.99725,                   1,               0.995,             0.90594,           0.0081308,           0.0028787,           0.0013461,           0.0009118,           0.0009118,           0.0009118
                 461,            0.014546,           0.0063214,            0.002684,             0.99729,                   1,               0.995,             0.91405,           0.0081357,           0.0028397,           0.0013369,            0.000892,            0.000892,            0.000892
                 462,             0.01651,           0.0068196,           0.0032881,             0.99736,                   1,               0.995,               0.907,           0.0080501,           0.0028128,           0.0013326,           0.0008722,           0.0008722,           0.0008722
                 463,             0.01624,           0.0079965,           0.0020014,             0.99744,                   1,               0.995,             0.91892,           0.0076795,           0.0027817,           0.0013276,           0.0008524,           0.0008524,           0.0008524
                 464,            0.013806,           0.0066278,           0.0019718,             0.99744,                   1,               0.995,             0.91892,           0.0076795,           0.0027817,           0.0013276,           0.0008326,           0.0008326,           0.0008326
                 465,            0.015733,           0.0079138,           0.0029632,             0.99742,                   1,               0.995,             0.90443,           0.0077659,           0.0027752,            0.001323,           0.0008128,           0.0008128,           0.0008128
                 466,            0.015044,           0.0073636,           0.0030032,             0.99743,                   1,               0.995,             0.91429,            0.007659,           0.0027517,           0.0013218,            0.000793,            0.000793,            0.000793
                 467,            0.015344,           0.0076035,           0.0038657,             0.99748,                   1,               0.995,             0.90812,           0.0077144,           0.0027625,           0.0013187,           0.0007732,           0.0007732,           0.0007732
                 468,            0.015531,           0.0064488,           0.0039223,             0.99748,                   1,               0.995,             0.90812,           0.0077144,           0.0027625,           0.0013187,           0.0007534,           0.0007534,           0.0007534
                 469,            0.015256,            0.007841,           0.0026493,             0.99748,                   1,               0.995,             0.90748,           0.0081122,           0.0028108,            0.001321,           0.0007336,           0.0007336,           0.0007336
