               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 146,            0.031431,            0.010043,            0.009626,             0.85933,             0.94921,             0.98897,             0.69546,            0.023549,           0.0054024,           0.0046487,            0.007129,            0.007129,            0.007129
                 147,            0.032998,            0.011447,            0.008443,             0.90357,                0.95,             0.97194,             0.61191,            0.027958,           0.0055744,             0.00409,           0.0071092,           0.0071092,           0.0071092
                 148,            0.043959,           0.0097732,           0.0073509,             0.90357,                0.95,             0.97194,             0.61191,            0.027958,           0.0055744,             0.00409,           0.0070894,           0.0070894,           0.0070894
                 149,            0.041116,            0.011003,            0.011612,             0.96509,                0.95,             0.97274,             0.67835,            0.024805,           0.0053494,           0.0039353,           0.0070696,           0.0070696,           0.0070696
                 150,            0.035847,            0.010148,           0.0082668,             0.97266,                0.95,             0.98614,             0.70754,            0.025377,           0.0052983,           0.0039218,           0.0070498,           0.0070498,           0.0070498
                 151,            0.036346,           0.0094294,            0.010527,             0.97879,             0.96182,               0.995,             0.71484,            0.022661,           0.0050974,           0.0044084,             0.00703,             0.00703,             0.00703
                 152,            0.035539,           0.0095336,             0.00757,             0.97879,             0.96182,               0.995,             0.71484,            0.022661,           0.0050974,           0.0044084,           0.0070102,           0.0070102,           0.0070102
                 153,            0.032441,           0.0098702,           0.0074771,             0.94569,             0.99417,              0.9942,             0.71808,            0.021292,            0.004937,           0.0045083,           0.0069904,           0.0069904,           0.0069904
                 154,            0.035557,            0.010329,           0.0081979,             0.90494,                0.95,              0.9694,             0.59378,            0.032453,            0.005347,           0.0047522,           0.0069706,           0.0069706,           0.0069706
                 155,             0.04599,            0.011816,           0.0073312,             0.87447,                0.95,             0.95889,             0.67336,             0.02031,           0.0049325,           0.0046733,           0.0069508,           0.0069508,           0.0069508
                 156,            0.034444,            0.010069,           0.0070619,             0.87447,                0.95,             0.95889,             0.67336,             0.02031,           0.0049325,           0.0046733,            0.006931,            0.006931,            0.006931
                 157,            0.031634,           0.0096188,           0.0064164,             0.94326,                0.95,             0.98001,             0.75351,            0.018728,           0.0048664,            0.004809,           0.0069112,           0.0069112,           0.0069112
                 158,            0.028682,           0.0099031,           0.0077744,             0.96285,             0.99477,               0.995,             0.76921,             0.01931,           0.0049345,           0.0044294,           0.0068914,           0.0068914,           0.0068914
                 159,            0.028553,            0.010181,           0.0071361,             0.99412,                   1,               0.995,             0.69544,            0.024927,           0.0051787,           0.0033365,           0.0068716,           0.0068716,           0.0068716
                 160,            0.037954,            0.009349,           0.0066351,             0.99412,                   1,               0.995,             0.69544,            0.024927,           0.0051787,           0.0033365,           0.0068518,           0.0068518,           0.0068518
                 161,            0.035626,            0.010216,           0.0079541,              0.9942,                   1,               0.995,             0.78993,            0.021681,           0.0050754,            0.003371,            0.006832,            0.006832,            0.006832
                 162,            0.035208,           0.0088046,            0.008273,              0.9666,                   1,               0.995,             0.74409,            0.026165,           0.0054803,           0.0039877,           0.0068122,           0.0068122,           0.0068122
                 163,            0.035661,            0.010489,           0.0068296,             0.99561,             0.98311,               0.995,             0.70982,            0.018443,           0.0051666,           0.0039176,           0.0067924,           0.0067924,           0.0067924
                 164,            0.032163,            0.010424,            0.010881,             0.99561,             0.98311,               0.995,             0.70982,            0.018443,           0.0051666,           0.0039176,           0.0067726,           0.0067726,           0.0067726
                 165,            0.027273,           0.0089225,           0.0076262,             0.99627,                   1,               0.995,             0.76438,            0.016499,           0.0050057,           0.0032751,           0.0067528,           0.0067528,           0.0067528
                 166,            0.028313,            0.010357,           0.0077796,             0.99646,                   1,               0.995,             0.74004,            0.018525,           0.0051254,           0.0031832,            0.006733,            0.006733,            0.006733
                 167,            0.027255,            0.010943,           0.0074157,             0.97266,             0.99853,               0.995,             0.76798,            0.019635,           0.0051353,           0.0036415,           0.0067132,           0.0067132,           0.0067132
                 168,            0.031917,           0.0091572,           0.0075555,             0.97266,             0.99853,               0.995,             0.76798,            0.019635,           0.0051353,           0.0036415,           0.0066934,           0.0066934,           0.0066934
                 169,            0.029772,           0.0094797,           0.0084707,              0.9661,             0.99804,               0.995,             0.73659,            0.017602,           0.0050503,           0.0039986,           0.0066736,           0.0066736,           0.0066736
                 170,            0.031484,           0.0097323,           0.0069079,             0.97132,             0.99838,               0.995,             0.67496,            0.026996,           0.0054707,           0.0036393,           0.0066538,           0.0066538,           0.0066538
                 171,            0.038625,           0.0099862,           0.0086314,             0.99111,                   1,               0.995,             0.58445,            0.024943,           0.0052324,           0.0033287,            0.006634,            0.006634,            0.006634
                 172,            0.033185,           0.0092595,           0.0081076,             0.99111,                   1,               0.995,             0.58445,            0.024943,           0.0052324,           0.0033287,           0.0066142,           0.0066142,           0.0066142
                 173,            0.030707,             0.01042,           0.0063996,             0.99635,                   1,               0.995,             0.70181,            0.020805,           0.0050721,           0.0032515,           0.0065944,           0.0065944,           0.0065944
                 174,            0.031976,            0.011932,           0.0063075,             0.99641,                   1,               0.995,             0.67692,            0.024718,           0.0052928,           0.0032985,           0.0065746,           0.0065746,           0.0065746
                 175,            0.036816,           0.0092461,           0.0077695,             0.99625,                   1,               0.995,             0.70916,             0.02141,           0.0052302,           0.0032588,           0.0065548,           0.0065548,           0.0065548
                 176,            0.031977,            0.010631,           0.0060824,             0.99625,                   1,               0.995,             0.70916,             0.02141,           0.0052302,           0.0032588,            0.006535,            0.006535,            0.006535
                 177,            0.029846,            0.010089,           0.0085139,             0.99512,                   1,               0.995,             0.75535,            0.018758,           0.0052226,           0.0033125,           0.0065152,           0.0065152,           0.0065152
                 178,            0.029906,            0.010906,            0.008907,             0.99608,                   1,               0.995,              0.7133,            0.022365,           0.0051303,           0.0032042,           0.0064954,           0.0064954,           0.0064954
                 179,            0.032618,           0.0090593,           0.0059645,             0.99642,                   1,               0.995,             0.61327,            0.022378,           0.0051445,           0.0031545,           0.0064756,           0.0064756,           0.0064756
                 180,            0.032396,           0.0095241,           0.0075397,             0.99642,                   1,               0.995,             0.61327,            0.022378,           0.0051445,           0.0031545,           0.0064558,           0.0064558,           0.0064558
                 181,            0.031205,           0.0099542,           0.0064101,             0.99641,                   1,               0.995,             0.68825,            0.019069,           0.0050629,           0.0031479,            0.006436,            0.006436,            0.006436
                 182,            0.028294,           0.0096019,           0.0057148,             0.99697,                   1,               0.995,             0.75563,            0.020818,            0.004962,           0.0030725,           0.0064162,           0.0064162,           0.0064162
                 183,            0.027985,            0.008214,           0.0066792,             0.98799,                   1,               0.995,             0.70479,            0.021115,           0.0049333,           0.0030893,           0.0063964,           0.0063964,           0.0063964
                 184,            0.032506,           0.0085603,           0.0060889,             0.98799,                   1,               0.995,             0.70479,            0.021115,           0.0049333,           0.0030893,           0.0063766,           0.0063766,           0.0063766
                 185,            0.031149,           0.0081871,           0.0068221,             0.99664,                   1,               0.995,             0.69571,            0.019436,           0.0048312,           0.0030609,           0.0063568,           0.0063568,           0.0063568
                 186,            0.030369,           0.0094877,           0.0076698,             0.99677,                   1,               0.995,             0.70796,              0.0225,           0.0049588,           0.0030896,            0.006337,            0.006337,            0.006337
                 187,            0.032143,           0.0088106,           0.0072276,             0.99707,                   1,               0.995,             0.75896,            0.020083,            0.004877,           0.0030875,           0.0063172,           0.0063172,           0.0063172
                 188,            0.030513,           0.0095649,           0.0080251,             0.99707,                   1,               0.995,             0.75896,            0.020083,            0.004877,           0.0030875,           0.0062974,           0.0062974,           0.0062974
                 189,            0.026729,            0.010055,           0.0062065,             0.99704,                   1,               0.995,             0.77803,            0.018343,           0.0048049,           0.0031139,           0.0062776,           0.0062776,           0.0062776
                 190,            0.026918,            0.010642,           0.0090718,             0.86809,             0.98975,             0.97817,             0.73283,            0.020868,           0.0049287,           0.0031162,           0.0062578,           0.0062578,           0.0062578
                 191,            0.030231,           0.0092361,           0.0066023,             0.99685,             0.99984,               0.995,             0.76748,            0.020787,            0.004868,           0.0031326,            0.006238,            0.006238,            0.006238
                 192,            0.032196,            0.010313,           0.0064999,             0.99685,             0.99984,               0.995,             0.76748,            0.020787,            0.004868,           0.0031326,           0.0062182,           0.0062182,           0.0062182
                 193,            0.028961,           0.0096722,           0.0061558,             0.99052,             0.99846,               0.995,             0.77716,            0.017942,           0.0047649,           0.0033461,           0.0061984,           0.0061984,           0.0061984
                 194,            0.026514,           0.0088732,           0.0063523,             0.99568,             0.98231,               0.995,             0.72028,            0.021207,           0.0050122,           0.0035742,           0.0061786,           0.0061786,           0.0061786
                 195,             0.03198,           0.0098035,           0.0059884,             0.99498,             0.98271,               0.995,             0.65855,            0.019217,           0.0048611,             0.00357,           0.0061588,           0.0061588,           0.0061588
                 196,            0.030039,             0.01066,           0.0071722,             0.99498,             0.98271,               0.995,             0.65855,            0.019217,           0.0048611,             0.00357,            0.006139,            0.006139,            0.006139
                 197,            0.027052,           0.0095205,           0.0073229,             0.98833,              0.9974,               0.995,             0.69738,            0.015823,            0.004611,           0.0032991,           0.0061192,           0.0061192,           0.0061192
                 198,            0.028158,           0.0093775,           0.0093363,             0.96587,             0.98007,             0.99381,             0.76958,             0.02099,           0.0046282,           0.0053252,           0.0060994,           0.0060994,           0.0060994
                 199,            0.033798,           0.0096671,           0.0046825,             0.97782,             0.97717,               0.995,             0.74556,            0.018965,           0.0047295,           0.0048519,           0.0060796,           0.0060796,           0.0060796
                 200,            0.029812,            0.009196,           0.0064947,             0.97782,             0.97717,               0.995,             0.74556,            0.018965,           0.0047295,           0.0048519,           0.0060598,           0.0060598,           0.0060598
                 201,            0.025422,            0.009279,           0.0052016,             0.99102,             0.97518,               0.995,             0.78768,            0.015529,           0.0045053,           0.0042223,             0.00604,             0.00604,             0.00604
                 202,            0.026404,           0.0087853,           0.0078958,             0.99213,                   1,               0.995,             0.75562,            0.018019,           0.0046622,           0.0032635,           0.0060202,           0.0060202,           0.0060202
                 203,            0.030464,           0.0099168,           0.0097719,             0.99667,                   1,               0.995,             0.72467,            0.019852,           0.0045666,           0.0028032,           0.0060004,           0.0060004,           0.0060004
                 204,            0.030009,            0.010125,            0.005564,             0.99667,                   1,               0.995,             0.72467,            0.019852,           0.0045666,           0.0028032,           0.0059806,           0.0059806,           0.0059806
                 205,            0.028741,           0.0080498,            0.007048,             0.99597,                   1,               0.995,             0.76618,            0.018586,           0.0045257,           0.0027907,           0.0059608,           0.0059608,           0.0059608
                 206,             0.02901,           0.0094756,           0.0041246,             0.98997,                   1,               0.995,             0.72225,            0.021663,           0.0047668,           0.0028344,            0.005941,            0.005941,            0.005941
                 207,            0.031138,           0.0097722,           0.0079063,             0.99069,                   1,               0.995,             0.68211,            0.019985,           0.0048736,            0.003011,           0.0059212,           0.0059212,           0.0059212
                 208,            0.032611,           0.0099677,           0.0078635,             0.99069,                   1,               0.995,             0.68211,            0.019985,           0.0048736,            0.003011,           0.0059014,           0.0059014,           0.0059014
                 209,            0.027957,           0.0085902,           0.0077299,             0.99045,                   1,               0.995,             0.76703,             0.01634,           0.0046066,           0.0030488,           0.0058816,           0.0058816,           0.0058816
                 210,            0.026461,           0.0089453,           0.0054751,             0.99082,                   1,               0.995,             0.68106,            0.017639,           0.0045744,           0.0030832,           0.0058618,           0.0058618,           0.0058618
                 211,            0.026028,             0.01028,           0.0059937,             0.89745,                   1,             0.99143,             0.65046,              0.0251,           0.0049713,           0.0031157,            0.005842,            0.005842,            0.005842
                 212,            0.038544,           0.0082222,           0.0085584,             0.89745,                   1,             0.99143,             0.65046,              0.0251,           0.0049713,           0.0031157,           0.0058222,           0.0058222,           0.0058222
                 213,            0.030747,           0.0093815,           0.0068409,             0.99484,                   1,               0.995,             0.73162,            0.019139,           0.0046657,           0.0029333,           0.0058024,           0.0058024,           0.0058024
                 214,            0.030488,           0.0094833,           0.0072511,             0.96256,                   1,              0.9942,             0.64668,            0.028897,           0.0050821,           0.0029008,           0.0057826,           0.0057826,           0.0057826
                 215,            0.034337,            0.010134,           0.0059739,             0.93408,                   1,             0.96545,             0.66186,            0.021916,           0.0046162,            0.003033,           0.0057628,           0.0057628,           0.0057628
                 216,            0.031143,           0.0092863,            0.006894,             0.93408,                   1,             0.96545,             0.66186,            0.021916,           0.0046162,            0.003033,            0.005743,            0.005743,            0.005743
                 217,            0.030027,            0.011068,           0.0064029,             0.94504,                   1,             0.97552,             0.71666,            0.020199,           0.0045215,            0.003187,           0.0057232,           0.0057232,           0.0057232
                 218,            0.030242,            0.010325,           0.0065932,             0.99516,                   1,               0.995,             0.65033,             0.02094,           0.0046712,           0.0031645,           0.0057034,           0.0057034,           0.0057034
                 219,            0.031463,           0.0087286,            0.005285,             0.99454,                   1,               0.995,             0.73519,            0.018459,           0.0045884,           0.0032412,           0.0056836,           0.0056836,           0.0056836
                 220,            0.028263,            0.010207,           0.0081183,             0.99454,                   1,               0.995,             0.73519,            0.018459,           0.0045884,           0.0032412,           0.0056638,           0.0056638,           0.0056638
                 221,            0.024536,            0.008103,           0.0062351,             0.99327,                   1,               0.995,             0.79285,            0.014884,           0.0044473,           0.0033491,            0.005644,            0.005644,            0.005644
                 222,             0.02444,           0.0090546,           0.0060738,             0.99158,                   1,               0.995,             0.76941,             0.01529,            0.004443,           0.0033767,           0.0056242,           0.0056242,           0.0056242
                 223,            0.025425,           0.0082786,           0.0062989,             0.99289,                   1,               0.995,             0.62289,             0.02469,            0.004645,           0.0032157,           0.0056044,           0.0056044,           0.0056044
                 224,            0.034557,           0.0087567,           0.0056943,             0.99289,                   1,               0.995,             0.62289,             0.02469,            0.004645,           0.0032157,           0.0055846,           0.0055846,           0.0055846
                 225,            0.032555,            0.010276,           0.0064347,             0.97242,                   1,               0.995,             0.71283,            0.021654,           0.0044334,           0.0031492,           0.0055648,           0.0055648,           0.0055648
                 226,            0.028733,           0.0092534,           0.0042124,             0.99464,                   1,               0.995,              0.7525,            0.016451,           0.0043521,            0.003092,            0.005545,            0.005545,            0.005545
                 227,            0.029096,           0.0097924,           0.0060009,             0.99234,                   1,               0.995,             0.68831,            0.019821,           0.0045055,           0.0037005,           0.0055252,           0.0055252,           0.0055252
                 228,            0.031573,           0.0096819,           0.0050163,             0.99234,                   1,               0.995,             0.68831,            0.019821,           0.0045055,           0.0037005,           0.0055054,           0.0055054,           0.0055054
                 229,            0.028507,           0.0099157,            0.005071,             0.95342,                   1,               0.995,              0.7341,            0.016146,           0.0042748,           0.0052634,           0.0054856,           0.0054856,           0.0054856
                 230,            0.025632,             0.00926,           0.0070099,             0.99316,                   1,               0.995,              0.7577,            0.015046,           0.0041754,            0.003138,           0.0054658,           0.0054658,           0.0054658
                 231,            0.024936,             0.00831,           0.0075883,              0.9948,                   1,               0.995,             0.76709,            0.019361,           0.0043224,           0.0032321,            0.005446,            0.005446,            0.005446
                 232,            0.029619,           0.0099941,           0.0092544,              0.9948,                   1,               0.995,             0.76709,            0.019361,           0.0043224,           0.0032321,           0.0054262,           0.0054262,           0.0054262
                 233,             0.02365,           0.0082152,           0.0047181,             0.98431,             0.99642,               0.995,             0.80094,            0.015568,           0.0041084,           0.0035315,           0.0054064,           0.0054064,           0.0054064
                 234,            0.026846,           0.0090902,           0.0048974,             0.97758,             0.99863,               0.995,             0.70457,            0.021428,            0.004435,           0.0035489,           0.0053866,           0.0053866,           0.0053866
                 235,            0.032445,           0.0091493,            0.006019,             0.98754,             0.99895,               0.995,             0.76091,            0.017399,           0.0042553,           0.0034037,           0.0053668,           0.0053668,           0.0053668
                 236,            0.028565,           0.0082597,           0.0058319,             0.98754,             0.99895,               0.995,             0.76091,            0.017399,           0.0042553,           0.0034037,            0.005347,            0.005347,            0.005347
                 237,            0.025502,            0.007948,           0.0057053,             0.98838,             0.99982,               0.995,             0.80069,            0.013787,           0.0040448,           0.0034112,           0.0053272,           0.0053272,           0.0053272
                 238,            0.026923,           0.0090371,           0.0065691,             0.99297,                   1,               0.995,             0.63623,            0.021012,           0.0045314,           0.0030867,           0.0053074,           0.0053074,           0.0053074
                 239,            0.028602,           0.0094446,           0.0066235,             0.99508,                   1,               0.995,             0.74612,            0.016466,           0.0041472,            0.002899,           0.0052876,           0.0052876,           0.0052876
                 240,            0.028676,           0.0092833,           0.0075415,             0.99508,                   1,               0.995,             0.74612,            0.016466,           0.0041472,            0.002899,           0.0052678,           0.0052678,           0.0052678
                 241,            0.024819,           0.0083456,           0.0050168,              0.9964,                   1,               0.995,             0.79719,            0.014466,           0.0041104,           0.0028093,            0.005248,            0.005248,            0.005248
                 242,            0.024456,           0.0091104,           0.0048396,             0.99711,                   1,               0.995,              0.7315,            0.018741,           0.0043192,           0.0027531,           0.0052282,           0.0052282,           0.0052282
                 243,            0.030435,           0.0093728,           0.0060937,             0.99664,                   1,               0.995,             0.72835,            0.017372,           0.0042309,           0.0027286,           0.0052084,           0.0052084,           0.0052084
                 244,              0.0286,           0.0090238,           0.0063801,             0.99664,                   1,               0.995,             0.72835,            0.017372,           0.0042309,           0.0027286,           0.0051886,           0.0051886,           0.0051886
                 245,            0.025363,           0.0089975,           0.0050647,             0.99659,                   1,               0.995,             0.77307,            0.014326,           0.0040764,            0.002735,           0.0051688,           0.0051688,           0.0051688
                 246,            0.025214,           0.0089025,           0.0062768,             0.99694,                   1,               0.995,             0.75043,             0.01741,            0.004126,           0.0027004,            0.005149,            0.005149,            0.005149
                 247,            0.027866,            0.007741,            0.005201,             0.99685,                   1,               0.995,             0.75512,            0.019027,           0.0042476,           0.0026513,           0.0051292,           0.0051292,           0.0051292
                 248,            0.028106,           0.0083286,           0.0043308,             0.99685,                   1,               0.995,             0.75512,            0.019027,           0.0042476,           0.0026513,           0.0051094,           0.0051094,           0.0051094
                 249,            0.026143,           0.0087132,           0.0046448,             0.99648,                   1,               0.995,             0.73578,            0.017666,           0.0041645,            0.002667,           0.0050896,           0.0050896,           0.0050896
                 250,            0.028439,           0.0097418,           0.0049823,             0.99641,                   1,               0.995,             0.64145,             0.02342,           0.0046683,           0.0026714,           0.0050698,           0.0050698,           0.0050698
                 251,            0.031832,            0.010304,           0.0047833,             0.99662,                   1,               0.995,             0.81727,            0.013618,           0.0041002,           0.0026677,             0.00505,             0.00505,             0.00505
                 252,            0.024988,           0.0093679,           0.0065376,             0.99662,                   1,               0.995,             0.81727,            0.013618,           0.0041002,           0.0026677,           0.0050302,           0.0050302,           0.0050302
                 253,            0.022887,           0.0094961,           0.0057591,              0.9964,                   1,               0.995,             0.78154,            0.015579,            0.004293,           0.0026721,           0.0050104,           0.0050104,           0.0050104
                 254,             0.02412,           0.0089296,           0.0060048,             0.99675,                   1,               0.995,             0.70281,            0.017567,           0.0042929,            0.002627,           0.0049906,           0.0049906,           0.0049906
                 255,            0.028188,           0.0088074,           0.0075963,             0.99647,                   1,               0.995,             0.74237,             0.01668,           0.0042791,            0.002597,           0.0049708,           0.0049708,           0.0049708
                 256,            0.025377,           0.0091945,           0.0052849,             0.99647,                   1,               0.995,             0.74237,             0.01668,           0.0042791,            0.002597,            0.004951,            0.004951,            0.004951
                 257,            0.022819,            0.009098,            0.004523,             0.99656,                   1,               0.995,              0.8073,            0.013759,            0.003995,           0.0025888,           0.0049312,           0.0049312,           0.0049312
                 258,            0.024518,           0.0086328,           0.0040721,             0.99671,                   1,               0.995,             0.73815,            0.017349,           0.0042464,           0.0025923,           0.0049114,           0.0049114,           0.0049114
                 259,            0.027725,           0.0090865,           0.0048691,             0.99691,                   1,               0.995,             0.77954,            0.017034,           0.0041793,           0.0025335,           0.0048916,           0.0048916,           0.0048916
                 260,            0.026648,           0.0092457,           0.0059456,             0.99691,                   1,               0.995,             0.77954,            0.017034,           0.0041793,           0.0025335,           0.0048718,           0.0048718,           0.0048718
                 261,            0.024501,           0.0088097,           0.0065631,             0.99694,                   1,               0.995,             0.78173,            0.016282,           0.0041849,           0.0025212,            0.004852,            0.004852,            0.004852
                 262,            0.028785,           0.0085115,           0.0085043,             0.99693,                   1,               0.995,             0.71758,            0.021604,           0.0043856,            0.002505,           0.0048322,           0.0048322,           0.0048322
                 263,            0.033632,           0.0097174,           0.0041964,             0.99652,                   1,               0.995,             0.78886,            0.015113,           0.0040151,           0.0024812,           0.0048124,           0.0048124,           0.0048124
                 264,            0.023667,           0.0092752,           0.0046359,             0.99652,                   1,               0.995,             0.78886,            0.015113,           0.0040151,           0.0024812,           0.0047926,           0.0047926,           0.0047926
                 265,            0.023278,           0.0087129,           0.0048989,             0.99655,                   1,               0.995,             0.79171,            0.013598,           0.0038786,           0.0024633,           0.0047728,           0.0047728,           0.0047728
                 266,            0.021938,           0.0084802,           0.0055373,             0.99715,                   1,               0.995,             0.82954,            0.015772,           0.0040496,           0.0024343,            0.004753,            0.004753,            0.004753
                 267,             0.02159,           0.0092168,           0.0044252,             0.98077,                   1,               0.995,             0.80579,            0.017359,           0.0041397,           0.0024675,           0.0047332,           0.0047332,           0.0047332
                 268,            0.030251,           0.0090511,           0.0052503,             0.98077,                   1,               0.995,             0.80579,            0.017359,           0.0041397,           0.0024675,           0.0047134,           0.0047134,           0.0047134
                 269,            0.025155,           0.0092396,           0.0047512,             0.97012,                   1,               0.995,             0.80275,              0.0161,           0.0040764,           0.0025498,           0.0046936,           0.0046936,           0.0046936
                 270,            0.023986,           0.0083489,           0.0050226,              0.9958,                   1,               0.995,             0.73662,            0.017173,           0.0042215,           0.0026297,           0.0046738,           0.0046738,           0.0046738
                 271,            0.027263,            0.008468,           0.0067501,             0.99698,                   1,               0.995,             0.80259,            0.015654,           0.0040883,           0.0025323,            0.004654,            0.004654,            0.004654
                 272,            0.025663,           0.0092659,           0.0045024,             0.99698,                   1,               0.995,             0.80259,            0.015654,           0.0040883,           0.0025323,           0.0046342,           0.0046342,           0.0046342
                 273,             0.02264,           0.0080864,           0.0053321,             0.99716,                   1,               0.995,             0.78164,            0.015228,            0.004037,           0.0024744,           0.0046144,           0.0046144,           0.0046144
                 274,            0.023766,           0.0094594,           0.0046932,             0.99723,                   1,               0.995,             0.77245,            0.016228,           0.0039485,           0.0025186,           0.0045946,           0.0045946,           0.0045946
                 275,             0.02805,           0.0081731,           0.0050108,             0.99682,                   1,               0.995,             0.75306,            0.017586,           0.0041788,           0.0024879,           0.0045748,           0.0045748,           0.0045748
                 276,              0.0268,            0.009806,           0.0053411,             0.99682,                   1,               0.995,             0.75306,            0.017586,           0.0041788,           0.0024879,            0.004555,            0.004555,            0.004555
                 277,            0.020484,           0.0088395,           0.0038885,             0.99636,                   1,               0.995,             0.78378,            0.015311,           0.0040715,           0.0024931,           0.0045352,           0.0045352,           0.0045352
                 278,            0.020741,           0.0085867,           0.0046229,             0.99573,                   1,               0.995,             0.78432,            0.013516,           0.0038978,           0.0024831,           0.0045154,           0.0045154,           0.0045154
                 279,            0.024376,           0.0094426,           0.0051644,             0.99586,                   1,               0.995,             0.77615,            0.016927,           0.0040136,           0.0025104,           0.0044956,           0.0044956,           0.0044956
                 280,            0.028209,           0.0086069,           0.0058395,             0.99586,                   1,               0.995,             0.77615,            0.016927,           0.0040136,           0.0025104,           0.0044758,           0.0044758,           0.0044758
                 281,            0.025218,           0.0086691,           0.0056469,             0.99606,                   1,               0.995,             0.85047,            0.012766,           0.0037554,           0.0025333,            0.004456,            0.004456,            0.004456
                 282,             0.02452,           0.0086549,           0.0039912,             0.99645,                   1,               0.995,             0.72812,            0.020459,           0.0042743,           0.0024965,           0.0044362,           0.0044362,           0.0044362
                 283,            0.029988,            0.009095,           0.0053921,             0.99645,                   1,               0.995,             0.85859,            0.014016,           0.0038845,           0.0025166,           0.0044164,           0.0044164,           0.0044164
                 284,            0.025038,           0.0091792,           0.0062265,             0.99645,                   1,               0.995,             0.85859,            0.014016,           0.0038845,           0.0025166,           0.0043966,           0.0043966,           0.0043966
                 285,             0.02147,            0.007382,           0.0050795,             0.99638,                   1,               0.995,             0.84316,            0.011845,           0.0037537,           0.0024926,           0.0043768,           0.0043768,           0.0043768
                 286,            0.023676,           0.0076982,           0.0066165,             0.99709,                   1,               0.995,             0.76752,            0.016349,           0.0039418,           0.0024911,            0.004357,            0.004357,            0.004357
                 287,            0.024656,           0.0076062,           0.0063249,             0.99663,                   1,               0.995,             0.79021,            0.014175,           0.0038296,           0.0024652,           0.0043372,           0.0043372,           0.0043372
                 288,            0.025136,           0.0098847,           0.0041205,             0.99663,                   1,               0.995,             0.79021,            0.014175,           0.0038296,           0.0024652,           0.0043174,           0.0043174,           0.0043174
                 289,            0.021399,           0.0080116,           0.0053663,             0.99669,                   1,               0.995,             0.79656,            0.013731,           0.0039094,           0.0024765,           0.0042976,           0.0042976,           0.0042976
                 290,            0.021177,           0.0087559,           0.0048956,             0.99696,                   1,               0.995,             0.80275,            0.012376,           0.0037827,           0.0024592,           0.0042778,           0.0042778,           0.0042778
                 291,            0.021753,           0.0069259,           0.0060896,             0.99687,                   1,               0.995,             0.80031,            0.015292,            0.003946,           0.0024579,            0.004258,            0.004258,            0.004258
                 292,            0.023571,           0.0076287,           0.0030935,             0.99687,                   1,               0.995,             0.80031,            0.015292,            0.003946,           0.0024579,           0.0042382,           0.0042382,           0.0042382
                 293,            0.022182,           0.0082419,           0.0041507,             0.99714,                   1,               0.995,             0.82471,            0.014129,            0.003877,           0.0024506,           0.0042184,           0.0042184,           0.0042184
                 294,            0.021963,           0.0074648,           0.0044086,             0.99695,                   1,               0.995,              0.8068,            0.014311,           0.0039961,           0.0024416,           0.0041986,           0.0041986,           0.0041986
                 295,            0.021632,           0.0084373,           0.0034047,             0.99717,                   1,               0.995,             0.76334,            0.017566,            0.004189,           0.0024054,           0.0041788,           0.0041788,           0.0041788
                 296,            0.029483,           0.0096457,           0.0032811,             0.99717,                   1,               0.995,             0.76334,            0.017566,            0.004189,           0.0024054,            0.004159,            0.004159,            0.004159
                 297,            0.025664,           0.0084001,           0.0055218,             0.99713,                   1,               0.995,             0.79779,             0.01476,           0.0040515,           0.0023951,           0.0041392,           0.0041392,           0.0041392
                 298,            0.024775,           0.0080502,           0.0052958,             0.99681,                   1,               0.995,             0.76466,              0.0188,           0.0042879,           0.0023964,           0.0041194,           0.0041194,           0.0041194
                 299,            0.029397,           0.0085751,           0.0040019,             0.99686,                   1,               0.995,             0.82577,             0.01311,           0.0039597,           0.0023763,           0.0040996,           0.0040996,           0.0040996
                 300,            0.021239,           0.0095054,            0.005158,             0.99686,                   1,               0.995,             0.82577,             0.01311,           0.0039597,           0.0023763,           0.0040798,           0.0040798,           0.0040798
                 301,            0.022013,           0.0079312,           0.0060896,             0.99692,                   1,               0.995,             0.80595,            0.013069,           0.0040333,           0.0023517,             0.00406,             0.00406,             0.00406
                 302,            0.021257,           0.0082229,           0.0038698,             0.99706,                   1,               0.995,             0.77629,             0.01512,           0.0041006,           0.0023093,           0.0040402,           0.0040402,           0.0040402
                 303,            0.025617,           0.0078811,           0.0052441,             0.99716,                   1,               0.995,             0.76244,            0.014363,           0.0040522,           0.0022485,           0.0040204,           0.0040204,           0.0040204
                 304,            0.024164,           0.0094269,           0.0056376,             0.99716,                   1,               0.995,             0.76244,            0.014363,           0.0040522,           0.0022485,           0.0040006,           0.0040006,           0.0040006
                 305,            0.021477,           0.0084271,           0.0040426,             0.99719,                   1,               0.995,             0.79248,            0.012987,           0.0039035,           0.0022193,           0.0039808,           0.0039808,           0.0039808
                 306,            0.022077,           0.0070534,           0.0066518,             0.99717,                   1,               0.995,             0.83525,             0.01222,           0.0037183,           0.0022058,            0.003961,            0.003961,            0.003961
                 307,            0.020515,           0.0081119,           0.0051983,             0.99713,                   1,               0.995,             0.77328,            0.015404,           0.0037925,           0.0021872,           0.0039412,           0.0039412,           0.0039412
